,index,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
312,38850,Austria,"A gentle hint of soft and mellow vanilla frames the ripe, red-cherry fruit that appears readily on the nose. The palate discloses that same mix of fruit and oak influence, wrapping fresh cherry, both tart and ripe, in a rounded, smooth cloak of smoky vanilla. Tannins are fine and gentle. This wine is both fresh and fruity, with a bright, fresh finish.",,90,15.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Esterházy 2015 Pinot Noir (Burgenland),Pinot Noir,Esterházy
313,38985,US,"At more than six years of age, this wine is as fresh and fruity as if it were made yesterday, with blackberry, cherry and blueberry jam, currant and mocha flavors, enriched with toasty, caramelized oak. The tannins are strong, yet smooth and refined. The wine is so gorgeous right out of the bottle, you can drink it now, but try giving it six more years to really show its stuff.",Reserve,95,118.0,California,Diamond Mountain District,Napa,,,En Garde 2007 Reserve Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,En Garde
314,38986,US,"This exciting project comes from veteran winemaker William Hill. Although it's packed with rich black-currant and cassis-liqueur flavors that sink down in the midpalate and offer fruity satisfaction, the finish is firm and classic. The vineyard is on Atlas Peak, and the wine shows those mountain tannins but also fine minerality. Drink 2017–2025.",Brokenrock Vineyard,95,80.0,California,Napa Valley,Napa,,,Prime Solum 2010 Brokenrock Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Prime Solum
315,39079,France,"A ripe, juicy and fruity wine, this is rich while shot through with fresh acidity. A dusty smoky structure awaits behind the fruit. It will become a well-balanced wine, packed with fruit and supple tannins. Drink from 2020.",Les Cent Vignes Premier Cru,94,52.0,Burgundy,Beaune,,Roger Voss,@vossroger,Seguin-Manuel 2014 Les Cent Vignes Premier Cru  (Beaune),Pinot Noir,Seguin-Manuel
316,39304,Austria,"Dark fir honey, baked and sugar-glazed apricots, cinnamon and bitter orange peel—this is a small cosmos of aromatic sweetness hitting a warm, deep and comforting note of immense richness and incredible length. Delicious now and for years to come.",Grande Cuvée Trockenbeerenauslese Nummer 6,95,99.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Kracher 2011 Grande Cuvée Trockenbeerenauslese Nummer 6 White (Burgenland),White Blend,Kracher
317,39323,Austria,"Vanilla and banana jelly, manuka honey and muscovado sugar—layer upon layer of fruity sweetness with tropical overtones of pineapple is revealed on the luscious palate. Such liveliness is engendered here with a seemingly endless finish. A total triumph.",TBA,94,27.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Nittnaus Anita und Hans 2006 TBA White (Burgenland),White Blend,Nittnaus Anita und Hans
318,39326,US,"Decadent in coconut flake and vanilla, this is a fruity vintage of one of Hobbs' top-of-the-top Cabernets. Soft and structured, the silky tannins deftly managed, it captures the essence of the Napa Valley's best valley floor grapes at the hands of an expert winemaker, a textbook marriage of beauty and brawn.",Beckstoffer Dr. Crane Vineyard,94,175.0,California,St. Helena,Napa,Virginie Boone,@vboone,Paul Hobbs 2011 Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Paul Hobbs
319,39377,France,"This wine is opulent with rich orange marmalade flavors and generous sweetness. Acidity balances it all, lifting the richness and giving it life. Ripe from the first sip, it finishes with apricot and orange notes. Drink from 2020.",Cyprès,91,40.0,Bordeaux,Barsac,,Roger Voss,@vossroger,Château Climens 2014 Cyprès  (Barsac),Bordeaux-style White Blend,Château Climens
320,39395,France,"Made from grand cru Pinot Noir, this wine is beautifully balanced as well as fruity. Signs of maturity add flavors of croissants to the textured white fruits. The wine has concentration and a tight, tangy, mineral aftertaste that balances its riper side. Drink now.",Blanc de Noirs Brut,92,52.0,Champagne,Champagne,,Roger Voss,@vossroger,Mailly Grand Cru NV Blanc de Noirs Brut Pinot Noir (Champagne),Pinot Noir,Mailly Grand Cru
321,39436,US,"This is a big, rich, fruity Cabernet. It's quite a delicious mouthful of jammy blackberries, red currants, milk chocolate and cedar, but it wants some 5–6 years in the cellar. The grapes come from vineyards all over the valley.",,90,59.0,California,Napa Valley,Napa,,,Damian Rae 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Damian Rae
322,39830,France,"This single-vineyard wine is a showcase of ripeness—fruity and smooth with great plum and wild strawberry flavors. It's intensely structured and dense on the palate, however, making it a wine for aging. Drink from 2016.",Les Chardannes,90,77.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Jean-Claude Boisset 2011 Les Chardannes  (Chambolle-Musigny),Pinot Noir,Jean-Claude Boisset
323,40093,France,This wine is fruity and crisp. It is also full of ripe apple and rich pear fruits that give density and fine concentration to this delicious impressive wine. The acidity adds brightness while the minerality comes from the taut steely texture. Drink this wine now.,,90,50.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Bernard Reverdy et Fils 2015  Sancerre,Sauvignon Blanc,Bernard Reverdy et Fils
324,40141,France,"A 50-50 blend of Cabernet Sauvignon and Merlot has produced this fruity, juicy while also structured wine. It has concentration with layers of wood aging to support and fill out the fruit. It is still developing— still a young wine. Give it until 2018.",,91,24.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Labat 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Labat
325,40169,Portugal,"This wine is rich, smooth and full of black currant fruits. It has a dense texture although the acidity suggests a crisper side. It will age relatively quickly, giving a fruity wine that has layers of acidity.",Vertente,91,28.0,Douro,,,Roger Voss,@vossroger,Niepoort 2014 Vertente Red (Douro),Portuguese Red,Niepoort
326,40290,France,"From vines averaging 50 years of age, this is powerful, ripe and concentrated. It has dark black fruits, red berries that give acidity, and a richly fruity structure. It punches well above its village appellation. Drink from 2017.",Vieilles Vignes,92,50.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Domaine Rossignol-Trapet 2011 Vieilles Vignes  (Gevrey-Chambertin),Pinot Noir,Domaine Rossignol-Trapet
327,40314,US,"This vineyard has been source to some of the winery's greatest bottlings. The wine is enormously fruity, with raspberry, cherry and red-plum flavors that flood the palate. But it's no mere fruit bomb, offering the most wonderful tannin-acid structure and a dryness that keeps the wine stimulating through a long, spicy finish. Drinkable now, but also cellar worthy through 2018, at least.",Klopp Ranch,95,57.0,California,Russian River Valley,Sonoma,,,Merry Edwards 2010 Klopp Ranch Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
328,40343,Portugal,"A single parcel of 80-year old vines is the source of this foot trodden wine. It is rich and quite dense while having stylish black fruits and a ripe, smooth texture. The intense acidity keeps it fruity and juicy. It is still young and will be better from 2018.",Secret Spot,93,62.0,Douro,,,Roger Voss,@vossroger,Secret Spot Wines 2013 Secret Spot Red (Douro),Portuguese Red,Secret Spot Wines
329,40553,US,"Sweet-tart red cherry and raspberry flavors cling lusciously on the palate of this dry yet buoyantly fruity wine. It's easy-quaffing yet elegant, marked by vibrant cranberry acidity on the finish.",Rosé of,90,24.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Raphael 2015 Rosé of Pinot Noir (North Fork of Long Island),Pinot Noir,Raphael
330,40559,US,"Fresh and fruity on the nose, this bottling by Joey Tensley and Alex Guarachi shows strawberries and olallieberries as well as crushed black rocks, wet slate and char aromas. Those same fruits power a zesty palate enhanced by lavender and black-tea flavors.",,90,25.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Tenshen 2014 Red (Santa Barbara County),Red Blend,Tenshen
331,40595,France,"Big and smoky, it discloses fruit as well as solid tannins. The wine has power and density, with black fruits that show sweetness. It will be delicious but the structure does need to soften first. Drink from 2017.",,90,55.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Bouchard Père & Fils 2011  Gevrey-Chambertin,Pinot Noir,Bouchard Père & Fils
332,40644,US,"A very fine Pinot Noir, dry and elegantly constructed, but it needs a little time in the cellar. That's due to the tannins, which are thick and noticeable in the way they create an astringency through the finish. The flavors are exceptionally rich, suggesting cherries, raspberries and tobacco, with a welcome sweetness from toasty oak.",OFS,93,40.0,California,Russian River Valley,Sonoma,,,De Loach 2009 OFS Pinot Noir (Russian River Valley),Pinot Noir,De Loach
333,40782,France,"Ripe and smoky, this is a warm fruity wine. It has tannins as well as juicy acidity, black fruits and a firm structure in the background. This will be a rich wine when it is ready to drink in 2018.",,90,16.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château de Bel 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de Bel
334,40798,US,"This wine is nervy, steely, taut and lean, offering earthy, savory aromas, tart cherry and raspberry flavors and a nicely puckering mouthfeel. More minerally than fruity, it provides an interesting example of an alternative wine style.",,90,45.0,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Freeman 2014 Pinot Noir (Sonoma Coast),Pinot Noir,Freeman
335,41226,France,"This is showing a mature, browning color. The palate echoes that it is just beginning to dry out, although for the next year or two it will still be a delicious, mature wine. The tannins are dark, with some sweetness as well as final acidity.",Charmes Chambertin,91,240.0,Burgundy,Charmes-Chambertin,,Roger Voss,@vossroger,Domaine Henri Rebourseau 2000 Charmes Chambertin  (Charmes-Chambertin),Pinot Noir,Domaine Henri Rebourseau
336,41247,US,"Sweet and jammy in youth, with robust flavors of raspberry and cherry jam. The sweetness is balanced by crisp acidity and firm tannins, as well as a minerality that must come from the terroir. A feminine wine, Calera's '08 Jensen should gain in the bottle over the next eight years or so.",Jensen Vineyard,91,70.0,California,Mt. Harlan,Central Coast,,,Calera 2008 Jensen Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,Calera
337,41264,US,"Here's an easy, soft Pinot, a real crowd pleaser. It's rich and forward in raspberries, cherries, spices, cola and sandalwood. So easy to like now for its fresh, fruity appeal.",Isabel,91,50.0,California,California,California Other,,,Au Bon Climat 2008 Isabel Pinot Noir (California),Pinot Noir,Au Bon Climat
338,41401,France,"From vines just below the line of Grand Cru vineyards, this is a big and powerful expression of Pinot Noir. It is dense with firm tannins that are embedded in the ripe black fruits. It's a complex wine, serious while still fruity, and needing to age. Drink from  2018.",Petite Chapelle Premier Cru,94,97.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Domaine Rossignol-Trapet 2011 Petite Chapelle Premier Cru  (Gevrey-Chambertin),Pinot Noir,Domaine Rossignol-Trapet
339,41429,Portugal,"Made from a field blend of old vines to which some Tinta Roriz added, this powerful, ripe and fruity wine is both concentrated and superbly generous. It has swathes of black fruits, dark tannins and minerality, all striated with acidity and a firm black plum skin texture. This is a wine to age, drink from 2019.",Referência Grand Reserva,94,110.0,Douro,,,Roger Voss,@vossroger,Quinta Nova de Nossa Senhora do Carmo 2013 Referência Grand Reserva Red (Douro),Portuguese Red,Quinta Nova de Nossa Senhora do Carmo
340,41836,US,"With this wine, Dolce cements its status as California's most consistently great dessert wine. This year's blend is 80% Sémillon and 20% Sauvignon Blanc, and the grapes were infected with the botrytis, resulting in the fantastic sweetness. Devastating in apricot, orange, pear, honey, vanilla and créme brûlée flavors, in an unctuous, viscous texture, with wonderfully clean acidity, it's certainly one of the greatest sweet California wines in memory.",,98,85.0,California,Napa Valley,Napa,,,Dolce 2006 Semillon-Sauvignon Blanc (Napa Valley),Semillon-Sauvignon Blanc,Dolce
341,41861,US,"This is a dark, big, dense Pinot Noir, and while some wines of this style are heavy and dull, this one isn't. It's alive with zesty acidity, and has the deepest cherry-berry flavors you can imagine. Lovely spices, too, all tingly and mouthwatering. An important addition to the Santa Rita pantheon, and it should change interestingly over the next six years.",Estate,94,40.0,California,Sta. Rita Hills,Central Coast,,,Zotovich Cellars 2007 Estate Pinot Noir (Sta. Rita Hills),Pinot Noir,Zotovich Cellars
342,41905,US,"This appellation remains a standout for the variety, as evidenced by this 100% varietal wine that's mouthwatering in stone fruit and cantaloupe flavors. The aromatics center around pretty jasmine and lime zest aromas, while the palate is structured, crisp and fruity, all in good measure.",,90,32.0,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,Matanzas Creek 2013 Sauvignon Blanc (Bennett Valley),Sauvignon Blanc,Matanzas Creek
